Gesture_record,Morph,Recording_number,Body_part,Contact_recipient,Lateral_use,Repetition
Gesture_record_61,NA,Recording_number_1195,Body_part_14,Contact_recipient_6,Lateral_use_3,NA
Gesture_record_61,Morph_101,Recording_number_1028,Body_part_14,Contact_recipient_6,Lateral_use_2,NA
Gesture_record_49,Morph_99,Recording_number_2740,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_45,NA,Recording_number_1452,Body_part_16,Contact_recipient_5,NA,NA
Gesture_record_15,Morph_25,Recording_number_453,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_39,Morph_36,Recording_number_853,Body_part_12,NA,NA,NA
Gesture_record_53,Morph_59,Recording_number_2890,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_43,Recording_number_2470,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_42,Morph_92,Recording_number_1039,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1837,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_38,Morph_106,Recording_number_3136,Body_part_12,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_2395,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_68,Morph_117,Recording_number_3158,Body_part_4,NA,NA,NA
Gesture_record_18,NA,Recording_number_944,Body_part_1,NA,NA,NA
Gesture_record_58,Morph_31,Recording_number_2502,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_15,Morph_25,Recording_number_2084,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_5,Morph_44,Recording_number_2220,Body_part_10,Contact_recipient_7,NA,NA
Gesture_record_61,Morph_62,Recording_number_1243,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_894,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_36,Morph_53,Recording_number_2400,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_2995,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_54,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_1655,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_36,Morph_53,Recording_number_2768,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_1426,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_627,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_1947,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_680,Body_part_7,NA,NA,NA
Gesture_record_41,Morph_103,Recording_number_1748,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_66,Morph_95,Recording_number_2212,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_16,Morph_30,Recording_number_1108,Body_part_12,NA,NA,NA
Gesture_record_49,Morph_116,Recording_number_2453,Body_part_16,Contact_recipient_2,Lateral_use_1,Repetition_3
Gesture_record_37,Morph_110,Recording_number_1827,Body_part_4,NA,Lateral_use_2,Repetition_3
Gesture_record_49,Morph_29,Recording_number_2072,Body_part_14,Contact_recipient_7,Lateral_use_2,Repetition_2
Gesture_record_37,Morph_110,Recording_number_304,Body_part_4,NA,Lateral_use_2,Repetition_3
Gesture_record_66,Morph_87,Recording_number_1205,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2599,Body_part_4,NA,Lateral_use_2,Repetition_3
Gesture_record_18,Morph_111,Recording_number_226,Body_part_7,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_2018,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1095,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_68,Morph_54,Recording_number_2613,Body_part_16,NA,NA,NA
Gesture_record_53,Morph_22,Recording_number_675,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_68,Morph_54,Recording_number_2624,Body_part_16,NA,NA,NA
Gesture_record_25,Morph_81,Recording_number_2192,Body_part_2,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_1501,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_75,Morph_123,Recording_number_936,Body_part_12,NA,NA,Repetition_2
Gesture_record_45,Morph_28,Recording_number_1659,Body_part_15,Contact_recipient_3,NA,NA
Gesture_record_37,Morph_110,Recording_number_2670,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_27,Morph_13,Recording_number_1768,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_2573,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_2661,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_2764,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_1927,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_101,Recording_number_3121,Body_part_14,Contact_recipient_6,Lateral_use_2,NA
Gesture_record_44,Morph_4,Recording_number_1926,Body_part_5,Contact_recipient_2,NA,NA
Gesture_record_41,Morph_32,Recording_number_1323,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_22,Morph_47,Recording_number_1628,Body_part_14,NA,Lateral_use_1,Repetition_2
Gesture_record_73,Morph_91,Recording_number_1157,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_34,Morph_112,Recording_number_3200,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_1466,Body_part_12,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_1383,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_43,Recording_number_2844,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_18,Morph_100,Recording_number_1181,Body_part_5,NA,NA,NA
Gesture_record_18,NA,Recording_number_1578,Body_part_9,NA,NA,NA
Gesture_record_18,NA,Recording_number_2119,Body_part_9,NA,NA,NA
Gesture_record_53,Morph_59,Recording_number_3208,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_37,Morph_110,Recording_number_1988,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_18,Morph_96,Recording_number_1254,Body_part_3,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_2525,Body_part_5,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1207,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_34,Morph_112,Recording_number_46,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2504,Body_part_16,NA,NA,NA
Gesture_record_3,Morph_114,Recording_number_1554,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_34,Morph_112,Recording_number_1050,Body_part_12,NA,NA,NA
Gesture_record_38,Morph_106,Recording_number_426,Body_part_12,NA,NA,NA
Gesture_record_4,Morph_37,Recording_number_710,Body_part_12,NA,NA,NA
Gesture_record_67,NA,Recording_number_2565,Body_part_16,NA,Lateral_use_3,Repetition_3
Gesture_record_27,Morph_13,Recording_number_1796,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_386,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_124,Recording_number_721,Body_part_15,Contact_recipient_4,Lateral_use_1,NA
Gesture_record_49,Morph_15,Recording_number_2476,Body_part_4,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_45,Morph_85,Recording_number_1874,Body_part_15,Contact_recipient_2,NA,NA
Gesture_record_43,Morph_93,Recording_number_2297,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_40,Morph_1,Recording_number_576,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1395,Body_part_12,NA,NA,NA
Gesture_record_74,Morph_26,Recording_number_1007,Body_part_14,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_2009,Body_part_5,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2116,Body_part_3,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_626,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_2375,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_58,Recording_number_964,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_24,Morph_69,Recording_number_3186,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_1453,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_997,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2260,Body_part_16,NA,NA,NA
Gesture_record_61,Morph_101,Recording_number_2596,Body_part_14,Contact_recipient_6,Lateral_use_2,NA
Gesture_record_1,Morph_51,Recording_number_1320,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_20,Morph_104,Recording_number_1629,Body_part_12,NA,NA,NA
Gesture_record_66,Morph_17,Recording_number_2093,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_27,Morph_13,Recording_number_343,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_1183,Body_part_16,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_1610,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2087,Body_part_3,NA,NA,NA
Gesture_record_49,Morph_99,Recording_number_2674,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_6,Morph_48,Recording_number_512,Body_part_9,NA,NA,Repetition_3
Gesture_record_18,Morph_100,Recording_number_90,Body_part_5,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_2871,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_3082,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_21,Recording_number_408,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_74,Morph_26,Recording_number_1807,Body_part_14,NA,NA,NA
Gesture_record_72,Morph_74,Recording_number_22,Body_part_12,NA,NA,NA
Gesture_record_41,Morph_32,Recording_number_1735,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_122,Recording_number_1076,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_18,Morph_121,Recording_number_2814,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_2849,Body_part_5,NA,NA,NA
Gesture_record_18,NA,Recording_number_3109,Body_part_1,NA,NA,NA
Gesture_record_18,NA,Recording_number_1609,Body_part_1,NA,NA,NA
Gesture_record_72,Morph_74,Recording_number_3177,Body_part_12,NA,NA,NA
Gesture_record_11,Morph_8,Recording_number_1118,Body_part_15,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_254,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_3,Morph_114,Recording_number_129,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_543,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_1,Morph_51,Recording_number_2381,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_36,Morph_53,Recording_number_2718,Body_part_12,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_1260,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_64,Body_part_12,NA,NA,NA
Gesture_record_26,Morph_57,Recording_number_2166,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_72,Morph_70,Recording_number_3070,Body_part_14,NA,NA,NA
Gesture_record_65,Morph_21,Recording_number_2086,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_23,Morph_94,Recording_number_2343,Body_part_10,NA,NA,NA
Gesture_record_75,Morph_123,Recording_number_709,Body_part_12,NA,NA,Repetition_2
Gesture_record_41,Morph_103,Recording_number_2952,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_73,Morph_91,Recording_number_2416,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_45,Morph_85,Recording_number_2102,Body_part_2,Contact_recipient_2,NA,NA
Gesture_record_18,Morph_100,Recording_number_357,Body_part_5,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_1808,Body_part_16,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_146,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_1,Morph_51,Recording_number_2391,Body_part_12,Contact_recipient_2,NA,NA
Gesture_record_49,Morph_118,Recording_number_2618,Body_part_16,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_6,Morph_48,Recording_number_210,Body_part_16,NA,Lateral_use_1,Repetition_1
Gesture_record_25,NA,Recording_number_2682,Body_part_15,Contact_recipient_4,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_2003,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_61,Morph_97,Recording_number_2681,Body_part_14,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_1611,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_8,Morph_126,Recording_number_1545,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_1360,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_54,NA,Recording_number_982,Body_part_9,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_75,Recording_number_1469,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_45,Morph_72,Recording_number_1430,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_45,Morph_80,Recording_number_2371,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_45,Morph_28,Recording_number_1204,Body_part_16,Contact_recipient_7,NA,NA
Gesture_record_65,Morph_21,Recording_number_1985,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_40,Morph_1,Recording_number_886,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_2936,Body_part_5,NA,NA,NA
Gesture_record_53,Morph_22,Recording_number_3160,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_65,NA,Recording_number_1221,Body_part_16,Contact_recipient_1,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_2110,Body_part_2,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_81,Recording_number_2901,Body_part_2,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_55,Morph_90,Recording_number_581,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_79,Recording_number_2331,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_73,Morph_91,Recording_number_2956,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_1175,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_36,Morph_53,Recording_number_380,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_86,Recording_number_1839,Body_part_12,NA,NA,NA
Gesture_record_63,NA,Recording_number_3176,Body_part_16,NA,NA,NA
Gesture_record_50,Morph_68,Recording_number_1086,Body_part_16,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1740,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_2,Morph_56,Recording_number_2787,Body_part_12,NA,NA,Repetition_2
Gesture_record_9,NA,Recording_number_3120,Body_part_16,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_1309,Body_part_12,NA,NA,NA
Gesture_record_49,Morph_118,Recording_number_93,Body_part_16,Contact_recipient_1,Lateral_use_1,Repetition_2
Gesture_record_45,Morph_72,Recording_number_1456,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_42,Morph_92,Recording_number_2701,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_217,Body_part_16,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_1161,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_66,Morph_77,Recording_number_1286,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_73,Morph_91,Recording_number_184,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_3,Morph_73,Recording_number_456,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_286,Body_part_16,Contact_recipient_7,Lateral_use_1,Repetition_2
Gesture_record_18,Morph_111,Recording_number_1882,Body_part_13,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_2777,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_114,Recording_number_531,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_1137,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_313,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_310,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_41,NA,Recording_number_672,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_3,Morph_114,Recording_number_152,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_45,Morph_72,Recording_number_1677,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_5,Morph_115,Recording_number_2434,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_57,Morph_19,Recording_number_794,Body_part_10,Contact_recipient_6,NA,NA
Gesture_record_66,Morph_87,Recording_number_1830,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_65,Morph_2,Recording_number_240,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,Morph_88,Recording_number_253,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1519,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,Morph_88,Recording_number_669,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,NA,Recording_number_1783,Body_part_1,NA,NA,NA
Gesture_record_69,NA,Recording_number_1202,Body_part_16,Contact_recipient_3,Lateral_use_3,Repetition_3
Gesture_record_69,Morph_10,Recording_number_827,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_15,Morph_27,Recording_number_2592,Body_part_11,Contact_recipient_3,NA,NA
Gesture_record_3,Morph_114,Recording_number_553,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_8,Morph_88,Recording_number_970,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,Morph_43,Recording_number_1117,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_12,NA,Recording_number_842,Body_part_12,NA,NA,NA
Gesture_record_26,Morph_57,Recording_number_2894,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_36,Morph_53,Recording_number_196,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_1362,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_6,Morph_48,Recording_number_614,Body_part_9,NA,NA,Repetition_3
Gesture_record_37,Morph_110,Recording_number_333,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_79,Recording_number_2096,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_3,Morph_114,Recording_number_2445,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_57,Morph_20,Recording_number_1068,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_73,Morph_91,Recording_number_1776,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_51,NA,Recording_number_1000,Body_part_14,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_786,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_606,Body_part_16,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_2951,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_100,Recording_number_458,Body_part_5,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1163,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_79,Recording_number_212,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_42,Morph_92,Recording_number_1787,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_942,Body_part_16,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_2590,Body_part_5,NA,NA,NA
Gesture_record_31,Morph_83,Recording_number_247,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_1355,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_8,Morph_126,Recording_number_76,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_178,Body_part_16,Contact_recipient_3,Lateral_use_1,Repetition_2
Gesture_record_11,Morph_8,Recording_number_2500,Body_part_15,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_446,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_40,Morph_1,Recording_number_1489,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_1406,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_126,Recording_number_62,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_4,Morph_37,Recording_number_783,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_3118,Body_part_12,NA,NA,NA
Gesture_record_53,Morph_22,Recording_number_1298,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_73,Morph_91,Recording_number_1903,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_738,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_1884,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_34,Morph_112,Recording_number_2511,Body_part_12,NA,NA,NA
Gesture_record_26,Morph_41,Recording_number_2387,Body_part_4,NA,Lateral_use_1,Repetition_2
Gesture_record_42,Morph_92,Recording_number_2595,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_1310,Body_part_16,NA,NA,NA
Gesture_record_65,Morph_76,Recording_number_730,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_1897,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_2543,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_25,Morph_78,Recording_number_634,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_227,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_111,Recording_number_905,Body_part_17,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_208,Body_part_5,NA,NA,NA
Gesture_record_69,Morph_49,Recording_number_704,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_3
Gesture_record_73,Morph_91,Recording_number_1148,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_5,Morph_115,Recording_number_1102,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_5,Morph_115,Recording_number_501,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_5,Morph_115,Recording_number_3030,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_11,Morph_8,Recording_number_3115,Body_part_15,NA,NA,NA
Gesture_record_11,Morph_8,Recording_number_1642,Body_part_15,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_172,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_40,Morph_1,Recording_number_307,Body_part_12,NA,NA,NA
Gesture_record_11,Morph_8,Recording_number_552,Body_part_15,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_2660,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_82,Recording_number_536,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_41,Morph_103,Recording_number_1462,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_23,Morph_94,Recording_number_1292,Body_part_10,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_2656,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_1168,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_6,Morph_48,Recording_number_3218,Body_part_9,NA,NA,Repetition_3
Gesture_record_3,Morph_5,Recording_number_629,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_41,NA,Recording_number_38,Body_part_16,Contact_recipient_7,NA,NA
Gesture_record_41,Morph_32,Recording_number_633,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_42,Morph_92,Recording_number_1495,Body_part_16,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_1858,Body_part_14,NA,Lateral_use_2,Repetition_2
Gesture_record_45,Morph_28,Recording_number_1368,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_25,Morph_75,Recording_number_264,Body_part_15,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_3,Morph_73,Recording_number_1994,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_161,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_2462,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_23,Recording_number_2488,Body_part_14,NA,Lateral_use_2,Repetition_2
Gesture_record_69,Morph_10,Recording_number_133,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_91,Recording_number_1815,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_40,Morph_1,Recording_number_2709,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_2199,Body_part_12,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_79,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_27,Morph_13,Recording_number_1329,Body_part_12,NA,NA,NA
Gesture_record_49,Morph_118,Recording_number_2384,Body_part_16,Contact_recipient_7,Lateral_use_1,Repetition_2
Gesture_record_18,Morph_96,Recording_number_2154,Body_part_3,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_3104,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_1842,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2468,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_1111,Body_part_17,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_1567,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_628,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_1785,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_2050,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_2425,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_40,Morph_1,Recording_number_1980,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_256,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_422,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_2275,Body_part_12,NA,NA,NA
Gesture_record_61,Morph_101,Recording_number_270,Body_part_14,Contact_recipient_6,Lateral_use_2,NA
Gesture_record_3,Morph_114,Recording_number_11,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_1651,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1904,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_23,Morph_94,Recording_number_1477,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_2621,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_2816,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_2806,Body_part_10,NA,NA,NA
